target_id	length	eff_length	est_counts	tpm
NR_001477	163	20.4168	0	0
NM_058260	705	411.34	0	0
NM_058259	372	116.634	0	0
NM_001306277	171	23.3791	0	0
NM_001306279	825	529.35	0	0
NM_001306278	1602	1305.5	0	0
NM_058261	1695	1398.5	0	0
NM_058262	1686	1389.5	0	0
NM_058263	1425	1128.5	0	0
NR_049898	21	22	0	0
NM_058264	732	437.575	0	0
NM_001026606	651	359.866	0	0
NM_058265	1341	1044.5	0	0
NM_001306235	942	645.628	0	0
NM_058267	3482	3185.5	0	0
NM_001306233	1875	1578.5	0	0
NM_001026607	1620	1323.5	0	0
NR_070190	40	7.66667	0	0
NM_001306234	132	15.413	0	0
NM_001306236	2412	2115.5	0	0
NM_058269	672	379.276	0	0
NM_182095	1245	948.503	0	0
NM_001306237	294	68.696	0	0
NM_058270	312	74.8928	0	0
NM_058271	1365	1068.5	0	0
NM_001261860	285	65.5253	0	0
NM_001306238	4536	4239.5	0	0
NM_001306239	4551	4254.5	0	0
NM_058274	636	345.676	0	0
NR_049899	221	38.5575	0	0
NR_049900	149	17.9182	0	0
NM_058275	735	440.575	0	0
NR_049901	150	18.4425	0	0
NR_002606	134	15.5577	0	0
NM_001306336	759	464.318	0	0
NM_001083133	237	45.3992	0	0
NM_058277	534	251.409	0	0
NR_049902	21	22	0	0
NM_058278	984	687.503	0	0
NM_001306335	777	481.827	0	0
NM_058279	1539	1242.5	0	0
NM_058280	1332	1035.5	0	0
NM_001026318	1248	951.503	0	0
NM_001306334	543	259.506	0	0
NM_058282	1053	756.503	0	0
NM_058283	4512	4215.5	0	0
NM_058285	4494	4197.5	0	0
NM_001306284	2010	1713.5	0	0
NM_058286	2463	2166.5	0	0
NM_182061	1686	1389.5	0	0
NM_058287	1647	1350.5	0	0
NR_131341	1696	1399.5	0	0
NM_001129013	675	382.24	0	0
NM_058288	693	399.57	0	0
NM_058289	486	208.268	0	0
NM_001306285	7137	6840.5	0	0
NM_001306286	5106	4809.5	0	0
NM_001026605	960	663.566	0	0
NM_058294	957	660.566	0	0
NM_058301	3780	3483.5	0	0
NM_058302	336	89.896	0	0
NM_058305	1278	981.503	0	0
NM_058307	1644	1347.5	0	0
NR_101513	117	19.3721	0	0
NR_049904	21	22	0	0
NR_049905	21	22	0	0
NM_058308	222	38.9161	0	0
NM_058309	765	470.097	0	0
